trad	vars	cn	tw	hk	jp	jpg	notes
迎		迎					
近		近					
迓		迓					
返		返					
迕		迕					
迢		迢					
迤		迤					
迥		迥					
迦		迦					
迨		迨					
迪		迪					
迫		迫					
迭		迭					
迮		迮					
述		述					
迴		回					
迷		迷					
迸		迸					
迹		迹					
迺		迺 乃					
追		追					
退		退					
送		送					
适		适					
逃		逃					
逄		逄					
逅		逅					
逆		逆					
逋		逋					
逍		逍					
透		透					
逐		逐					
逑		逑					
途		途					
逕		迳 径					
逖		逖					
逗		逗					
這		这					
通		通					
逛		逛					
逝		逝					
逞		逞					
速		速					
造		造					
逡		逡					
逢		逢					
連		连					
逭		逭					
逮		逮					
逯		逯					
週		周					
進		进					
逴		逴					
逵		逵					
逶		逶					
逸		逸			逸	逸	
逼		逼					
逾	踰	逾					
遁		遁					
遂		遂					
遄		遄					
遆		遆					
遇		遇					
遊		游					
運		运					
遍		遍					
過		过					
遏		遏					
遐		遐					
遑		遑					
遒		遒					
道		道					
達		达					
違		违					
遘		遘					
遙	遥	遥			遥 遙		
遛		遛					
遜		逊					
遞		递			逓		
遠		远					
遢		遢					
遣		遣					
遨		遨					
適		适					
遭		遭					
遮		遮					
遱		𫐷					
遲		迟			遅		
遴		遴					
遵		遵					
遷		迁					
選		选					
遹		遹					
遺		遗					
遼		辽					
遽		遽					
避		避					
邀		邀					
邁		迈					
邂		邂					
邃		邃					
還		还					
邇		迩					
邈		邈					
邊		边			辺		
邋		邋					
邏		逻					
邐		逦					
邑		邑					
邕		邕					
邗		邗					
邘		邘					
邙		邙					
邛		邛					
邠		邠					
邡		邡					
邢		邢					
那		那					
邦		邦					
邨		邨 村					
邪		邪					
邯		邯					
邰		邰					
邱		邱					
邲		邲					
邳		邳					
邴		邴					
邵		邵					
邶		邶					
邸		邸					
邽		邽					
邾		邾					
邿		邿					
郁		郁					
郃		郃					
郄		郄					
郅		郅					
郇		郇					
郈		郈					
郊		郊					
郎		郎			郎	郞	
郗		郗					
郚		郚					
郛		郛					
郜		郜					
郝		郝					
郟		郏					
郡		郡					
郢		郢					
郤		郤					
部		部					
郪		郪					
郫		郫					
郭		郭					
郯		郯					
郴		郴					
郵		邮					
都		都			都	都	
郾		郾					
郿		郿					
鄀		鄀					
鄂		鄂					
鄃		鄃					
鄄		鄄					
鄅		鄅					
鄆		郓					
鄉	鄕	乡			郷	鄕	
鄌		鄌					
鄑		鄑					
鄒		邹					
鄔		邬					
鄖		郧					
鄗		鄗					
鄘		鄘					
鄙		鄙					
鄚		鄚					
鄜		鄜					
鄞		鄞					
鄟		𫑘					
鄠		鄠					
鄢		鄢					
鄣		鄣					
鄧		邓					
鄩		𬩽					
鄫		鄫					
鄭		郑					
鄯		鄯					
鄰		邻					
鄱		鄱					
鄲		郸					
鄳		𫑡					
鄴		邺					
鄶		郐					
鄹		鄹					
鄺		邝					
酃		酃					
酅		酅					
酆		酆					
酇		酂					
酈		郦					
酉		酉					
酊		酊					
酋		酋					
酌		酌					
配		配					
酎		酎					
酏		酏					
酐		酐					
酒		酒					
酗		酗					
酚		酚					
酞		酞					
酡		酡					
酢		酢			醋		
酣		酣					
酤		酤					
酥		酥					
酩		酩					
酪		酪					
酬		酬					
酮		酮					
酯		酯					
酰		酰					
酲		酲					
酴		酴					
酵		酵					
酶		酶					
酷		酷					
酸		酸					
酹		酹					
酺		酺					
醃		腌					
醅		醅					
醇		醇					
醉		醉			酔		
醋		醋					
醌		醌					
醍		醍					
醐		醐					
醑		醑					
醒		醒					
醚		醚					
醛		醛					
醜		丑					
醞	醖	酝 醖		醖			
醟		蒏					
醢		醢					
醣		糖					
醨		醨					
醪		醪					
醫		医			医		
醬		酱			醤		
醭		醭					
醮		醮					
醯		醯					
醱		酦			醗		
醲		𬪩					
醴		醴					
醵		醵					
醶		𫑷					
醺		醺					
醾		醾					
釀		酿			醸		
釁		衅					
釃		酾					
釅		酽					
采		采					
釉		釉					
釋		释			釈		
里		里					
重		重					
野		野					
量		量					
釐		厘 釐					
金		金					
釒		钅					
釓		钆					
釔		钇					
釕		钌					
釗		钊					
釘		钉					
釙		钋					
釚		𫟲					
釜		釜					
針		针					
釟		𫓥					
釣		钓					
釤		钐					
釦		扣					
釧		钏					
釨		𫓦					
釩		钒					
釲		𫟳					
釳		𨰿					
釴		𬬩					
釵		钗					
釷		钍					
釹		钕					
釺		钎					
釾		䥺					
釿		𬬱					
鈀		钯					
鈁		钫					
鈃		钘					
鈄		钭					
鈅		钥					
鈆		𫓪					
鈇		𫓧					
鈈		钚					
鈉		钠					
鈋		𨱂					
鈍		钝					
鈐		钤					
鈑		钣					
鈒		钑					
鈔		钞					
鈕		钮					
鈖		𫟴					
鈗		𫟵					
鈛		𫓨					
鈞		钧					
鈠		𨱁					
鈡		钟					
鈣		钙					
鈥		钬					
鈦		钛					
鈧		钪					
鈮		铌					
鈯		𨱄					
鈰		铈					
鈲		𨱃					
鈳		钶					
鈴		铃					
鈷		钴					
鈸		钹					
鈹		铍					
鈺		钰					
鈽		钸					
鈾		铀					
鈿		钿					
鉀		钾					
鉁		𨱅					
鉅		巨 钜					
鉆		钻					
鉈		铊					
鉉		铉					
鉊		𬬿					
鉋		铇 刨					
鉍		铋					
鉑		铂					
鉔		𫓬					
鉕		钷					
鉗		钳					
鉚		铆					
鉛		铅					
鉝		𫟷					
鉞		钺					
鉠		𫓭					
鉢	缽	钵	缽	缽			
鉤	鈎	钩		鈎			
鉥		𬬸					
鉦		钲					
鉧		𬭁					
鉬		钼					
鉭		钽					
鉮		𬬹					
鉳		锫					
鉶		铏					
鉷		𫟹					
鉸		铰					
鉺		铒					
鉻		铬					
鉽		𫟸					
鉾		𫓴					
鉿		铪					
銀		银					
銁		𫓲					
銂		𫟻					
銃		铳					
銅		铜					
銈		𫓯					
銊		𫓰					
銍		铚					
銎		銎					
銏		𫟶					
銑		铣					
銓		铨					
銖		铢					
銘		铭					
銚		铫					
銛		铦					
銜		衔					
銠		铑					
銣		铷					
銥		铱					
銦		铟					
銨		铵					
銩		铥					
銪		铕					
銫		铯					
銬		铐					
銱		铞					
銳	鋭	锐		鋭			
銶		𨱇					
銷		销					
銻		锑					
銼		锉					
鋁		铝					
鋂		𰾄					
鋃		锒					
鋅		锌					
鋆		鋆					
鋇		钡					
鋈		鋈					
鋉		𨱈					
鋌		铤					
鋏		铗					
鋐		𬭎					
鋒		锋					
鋗		𫓶					
鋙		铻					
鋝		锊					
鋟		锓					
鋠		𫓵					
鋣		铘					
鋤		锄					
鋥		锃					
鋦		锔					
鋨		锇					
鋩		铓					
鋪		铺			舗		
鋮		铖					
鋯		锆					
鋰		锂					
鋱		铽					
鋶		锍					
鋸		锯					
鋹		𬬮					
鋼		钢					
錀		𬬭					
錁		锞					
錂		𨱋					
錄	録	录			録		
錆		锖					
錇		锫					
錈		锩					
錏		铔					
錐		锥					
錒		锕					
錕		锟					
錘	鎚	锤					
錙		锱					
錚		铮					
錛		锛					
錜		𫓻					
錝		𫓽					
錞		𬭚					
錟		锬					
錠		锭					
錡		锜					
錢		钱			銭		
錤		𫓹					
錥		𫓾					
錦		锦					
錨		锚					
錩		锠					
錫		锡					
錮		锢					
錯		错					
錳		锰					
錶		表					
錸		铼					
錼		镎					
錽		𫓸					
鍀		锝					
鍁		锨					
鍃		锪					
鍄		𨱉					
鍅		钫					
鍆		钔					
鍇		锴					
鍈		锳					
鍉		𫔂					
鍊		炼 链 𫔀			錬		
鍋		锅					
鍍		镀					
鍒		𫔄					
鍔		锷					
鍘		铡					
鍚		钖					
鍛		锻					
鍠		锽					
鍤		锸					
鍥		锲					
鍩		锘					
鍪		鍪					
鍬		锹					
鍭		𬭤					
鍮		𨱎					
鍰		锾					
鍵		键					
鍶		锶					
鍺		锗					
鍼		针	針	針			
鍾		钟 锺					
鎂		镁					
鎄		锿					
鎇		镅					
鎈		𫟿					
鎊		镑					
鎌		镰					
鎍		𫔅					
鎏		鎏					
鎓		𬭩					
鎔		镕					
鎖		锁					
鎘		镉					
鎙		𫔈					
鎛		镈					
鎝		𨱏					
鎞		𫔇					
鎡		镃					
鎢		钨					
鎣		蓥					
鎦		镏					
鎧		铠					
鎩		铩					
鎪		锼					
鎬		镐					
鎮	鎭	镇			鎮	鎭	
鎯		𨱍					
鎰		镒					
鎲		镋					
鎳		镍					
鎵		镓					
鎶		鿔					
鎷		𨰾					
鎿		镎					
鏃		镞					
鏆		𨱌					
鏇		旋 镟					
鏈		链					
鏉		𨱒					
鏊		鏊					
鏌		镆					
鏍		镙					
鏏		𬭬					
鏐		镠					
鏑		镝					
鏖		鏖					
鏗		铿					
鏘		锵					
鏚		𬭭					
鏜		镗					
鏝		镘					
鏞		镛					
鏟		铲					
鏡		镜					
鏢		镖					
鏤		镂					
鏥		𫔊					
鏦		𫓩					
鏨		錾					
鏰		镚					
鏵		铧					
鏷		镤					
鏹		镪					
鏺		䥽					
鏻		𬭸					
鏽	銹	锈					
鏾		𫔌					
鐃		铙					
鐄		𨱑					
鐇		𫔍					
鐈		𫓱					
鐋		铴					
鐍		𫔎					
鐎		𨱓					
鐏		𨱔					
鐐		镣					
鐒		铹					
鐓		镦					
鐔		镡					
鐘		钟					
鐙		镫					
鐝		镢					
鐠		镨					
鐥		䦅					
鐦		锎					
鐧		锏					
鐨		镄					
鐩		𬭼					
鐪		𫓺					
鐫	鎸 鋑 𥍯	镌					
鐮		镰					
鐯		䦃					
鐲		镯					
鐳		镭					
鐵		铁			鉄		
鐶		镮					
鐸		铎					
鐺		铛					
鐼		𫔁					
鐽		𫟼					
鐾		鐾					
鐿		镱					
鑀		𰾭					
鑄		铸			鋳		
鑉		𫠁					
鑊		镬					
鑌		镔					
鑑		鉴					
鑒		鉴					
鑔		镲					
鑕		锧					
鑛					鉱		
鑞		镴					
鑠		铄					
鑣		镳					
鑥		镥					
鑪		𬬻 炉					
鑫		鑫					
鑭		镧					
鑰		钥					
鑱		镵					
鑲		镶					
鑴		𫔔					
鑷		镊					
鑹		镩					
鑼		锣					
鑽		钻					
鑾		銮					
鑿		凿					
钁		镢 䦆					
钂		镋					
長		长					
門		门					
閂		闩					
閃		闪					
閆		闫					
閈		闬					
閉		闭					
開		开 𫔭					
閌		闶					
閍		𨸂					
閎		闳					
閏		闰					
閐		𨸃					
閑		闲					
閒		闲 𫔮					
間		间					
閔		闵					
閗		𫔯					
閘		闸					
閝		𫠂					
閞		𫔰					
閡		阂					
閣		阁					
閤		合					
閥		阀					
閨		闺					
閩		闽					
閫		阃					
閬		阆					
閭		闾					
閱	閲	阅		閲	閲		
閵		𫔴					
閶		阊					
閹		阉					
閻		阎					
閼		阏					
閽		阍					
閾		阈					
閿		阌					
闃		阒					
闆		板					
闇		暗					
闈		闱					
闉		𬮱					
闊		阔					
闋		阕					
闌		阑					
闍		阇					
闐		阗					
闑		𫔶					
闒		阘					
闓		闿					
闔		阖					
闕		阙					
闖		闯					
關		关			関		
闞		阚					
闠		阓					
闡		阐					
闢		辟					
闤		阛					
闥		闼					
阜		阜					
阡		阡					
阪	坂	坂 阪					
阮		阮					
阱		阱					
防		防					
阻		阻					
阼		阼					
阽		阽					
阿		阿					
陀		陀					
陂		陂					
附		附					
陋		陋					
陌		陌					
降		降					
陎		陎					
限		限					
陑		陑					
陔		陔					
陘		陉					
陛		陛					
陝		陕					
陞	阩 𧿘	升 陞					
陟		陟					
陡		陡					
院		院					
陣		阵					
除		除					
陪		陪					
陬		陬					
陰		阴					
陲		陲					
陳		陈					
陴		陴					
陵		陵					
陶		陶					
陷		陷			陥		
陸		陆					
陽		阳					
隃		隃					
隅		隅					
隆		隆			隆	隆	
隈		隈					
隉	陧	陧					
隊		队					
隋		隋					
隍		隍					
階		阶					
隑		𬮿					
隔		隔					
隕		陨					
隗		隗					
隘		隘					
隙		隙					
際		际					
障		障					
隤		𬯎					
隧		隧					
隨		随			随		
隩		隩					
險		险			険		
隮		𬯀					
隯		陦					
隰		隰					
隱		隐			隠		
隳		隳					
隴		陇					
隸		隶					
隹		隹					
隺		隺					
隻		只					
隼		隼					
雀		雀					
雁		雁					
雄		雄					
雅		雅					
集		集					
雇		雇					
雉		雉					
雊		雊					
雋	隽	隽					
雌		雌					
雍		雍					
雎		雎					
雒		雒					
雕		雕					
雖		虽					
雙		双			双		
雛		雏					
雜		杂			雑		
雞	鷄 鶏	鸡			鶏	鷄	
離		离					
難		难			難	難	
雨		雨					
雩		雩					
雪		雪					
雯		雯					
雱		雱					
雲		云					
零		零					
雷		雷					
雹		雹					
電		电					
需		需					
霄		霄					
霅		霅					
霆		霆					
震		震					
霈		霈					
霉		霉					
霍		霍					
霎		霎					
霏		霏					
霑		沾					
霓		霓					
霖		霖					
霜		霜					
霞		霞					
霢		霡					
霣		𫕥					
霧		雾					
霨		霨					
霪		霪					
霰		霰					
露		露					
霸		霸			覇		
霹		霹					
霼		𪵣					
霽		霁					
霾		霾					
靂		雳					
靄		霭					
靆		叇					
靈		灵			霊		
靉		叆					
青		青					
靖		靖					
靚		靓					
靛		靛					
靜	静	静			静		
靝		靔					
非		非					
靠		靠					
靡		靡					
面		面					
靦		腼 䩄					
靧		𫖃					
靨		靥					
革		革					
靬		靬					
靰		靰					
靳		靳					
靴		靴					
靶		靶					
靸		靸					
靺		靺					
靼		靼					
靽		靽					
靿		靿					
鞁		鞁					
鞅		鞅					
鞋		鞋					
鞍		鞍					
鞏		巩					
鞔		鞔					
鞘		鞘					
鞝		绱					
鞠		鞠					
鞡		鞡					
鞣		鞣					
鞦		秋					
鞧		鞧					
鞨		鞨					
鞫		鞫					
鞬		鞬					
鞭		鞭					
鞮		鞮					
鞲		鞲					
鞳		鞳					
鞴		鞴					
鞽		鞒					
鞾		𫖇 靴					
韂		韂					
韃		鞑					
韆		千					
韉		鞯					
韋		韦					
韌		韧					
韍		韨					
韓		韩					
韙		韪					
韚		𫠅					
韛		𫖔					
韜		韬					
韝		鞲 𫖕					
韞		韫					
韠		𫖒					
韭		韭					
音		音					
韶		韶					
韻	韵	韵					
響		响			響	響	
頁		页					
頂		顶					
頃		顷					
項		项					
順		顺					
頇		顸					
須		须					
頊		顼					
頌		颂					
頍		𫠆					
頎		颀					
頏		颃					
預		预					
頑		顽					
頒		颁					
頓		顿					
頔		𬱖					
頗		颇					
領		领					
頜		颌					
頠		𬱟					
頡		颉					
頤		颐					
頦		颏					
頫		俯 𫖯					
頭		头					
頮		颒					
頰		颊					
頲		颋					
頴		颕					
頵		𫖳					
頷		颔					
頸		颈					
頹	頽	颓					
頻		频			頻	頻	
顂		𩓋					
顃		𩖖					
顅		𫖶					
顆		颗					
題		题					
額		额					
顎		颚					
顏	顔	颜			顔		
顒		颙					
顓		颛					
顗		𫖮					
願		愿 𫖸					
顙		颡					
顛		颠					
類		类			類	類	
顢		颟					
顣		𫖹					
顥		颢					
顧		顾					
顫		颤					
顬		颥					
顯		显			顕		
顰		颦					
顱		颅					
顳		颞					
顴		颧					
風		风					
颭		飐					
颮		飑					
颯		飒					
颰		𩙥					
颱		台					
颳		刮					
颶		飓					
颷		𩙪					
颸		飔					
颺		飏 扬					
颻		飖					
颼		飕					
颾		𩙫					
飀		飗					
飄		飘					
飆		飙					
飈		飚					
飋		𫗋					
飛		飞					
食		食					
飠		饣					
飢		饥					
飣		饤					
飥		饦					
飦		𫗞					
飧	飱	飧					
飩		饨					
飪		饪					
飫		饫					
飭		饬					
飯		饭					
飲		饮					
飴		饴					
飵		𫗢					
飶		𫗣					
飼		饲					
飽		饱					
飾		饰					
飿		饳					
餃		饺					
餄		饸					
餅		饼			餅	餠	
餈	糍	糍					
餉		饷					
養		养					
餌		饵					
餎		饹					
餏		饻					
餐		餐					
餑		饽					
餒		馁					
餓		饿					
餔		𫗦					
餕		馂					
餖		饾					
餗		𫗧					
餘		余 馀			余		
餚	肴	肴					
餛		馄					
餜		馃					
餞		饯					
餡		馅					
餦		𫗠					
餧		𫗪					
館	舘	馆					
餪		𫗬					
餫		𫗥					
餬		糊 𫗫					
餭		𫗮					
餮		餮					
餱		糇 𫗯					
餳		饧					
餵		喂 𫗭					
餶		馉					
餷		馇					
餸		𩠌					
餺		馎					
餼		饩					
餾		馏					
餿		馊					
饁		馌					
饃		馍					
饅		馒					
饈		馐					
饉		馑					
饊		馓					
饋		馈					
饌		馔					
饑		饥					
饒		饶					
饔		饔					
饕		饕					
饗		飨					
饘		𫗴					
饜		餍					
饞		馋					
饟		𫗵					
饠		𫗩					
饢		馕					
首		首					
馗		馗					
馘		馘					
香		香					
馝		馝					
馞		馞					
馥		馥					
馧		馧					
馨		馨					
馬		马					
馭		驭					
馮		冯					
馯		𫘛					
馱		驮					
馳		驰					
馴		驯					
馹		驲					
馼		𫘜					
駁		驳					
駃		𫘝					
駉		𬳶					
駊		𫘟					
駎		𩧨					
駐		驻					
駑		驽					
駒		驹					
駓		𬳵					
駔		驵					
駕		驾					
駘		骀					
駙		驸					
駚		𩧫					
駛		驶					
駝		驼					
駞		𫘞					
駟		驷					
駢		骈					
駤		𫘠					
駧		𩧲					
駩		𩧴					
駪		𬳽					
駫		𫘡					
駭		骇					
駰		骃					
駱		骆					
駶		𩧺					
駸		骎					
駻		𫘣					
駼		𬳿					
駿		骏					
騁		骋					
騂		骍					
騃		𫘤					
騄		𫘧					
騅		骓					
騉		𫘥					
騊		𫘦					
騌		骔 鬃					
騍		骒					
騎		骑					
騏		骐					
騑		𬴂					
騔		𩨀					
騖		骛					
騙		骗					
騚		𩨊					
騜		𫘩					
騝		𩨃					
騞		𬴃					
騟		𩨈					
騠		𫘨					
騤		骙					
騧		䯄					
騪		𩨄					
騫		骞					
騭		骘					
騮		骝					
騰		腾					
騱		𫘬					
騴		𫘫					
騵		𫘪					
騶		驺					
騷		骚			騒		
騸		骟					
騻		𫘭					
騼		𫠋					
騾		骡					
驀		蓦					
驁		骜					
驂		骖					
驃		骠					
驄		骢 𩨂					
驅		驱			駆		
驊		骅					
驋		𩧯					
驌		骕					
驍		骁					
驎		𬴊					
驏		骣					
驓		𫘯					
驕		骄					
驗		验			験		
驙		𫘰					
驚		惊					
驛		驿			駅		
驟		骤					
驢		驴					
驤		骧					
驥		骥					
驦		骦					
驨		𫘱					
驪		骊					
驫		骉					
骨		骨					
骯		肮					
骰		骰					
骱		骱					
骶		骶					
骷		骷					
骸		骸					
骺		骺					
骼		骼					
髀		髀					
髁		髁					
髂		髂					
髃		髃					
髎		髎					
髏		髅					
髑		髑					
髒		脏					
髓		髓			髄		
體		体			体		
髕		髌					
髖		髋					
高		高					
髡		髡					
髢		髢					
髦		髦					
髫		髫					
髭		髭					
髮		发			髪		
髯		髯					
髹		髹					
髻		髻					
髽		髽					
鬃		鬃					
鬆		松					
鬈		鬈					
鬍		胡					
鬏		鬏					
鬒		鬒					
鬖		𩭹					
鬘		鬘					
鬚		须					
鬟		鬟					
鬠		𫘽					
鬢		鬓					
鬣		鬣					
鬥	鬭 闘	斗			闘	鬭	
鬧		闹					
鬨	閧	哄					
鬩		阋					
鬮		阄					
鬯		鬯					
鬱		郁					
鬲		鬲					
鬷		鬷					
鬹		鬶					
鬻		鬻					
鬼		鬼					
魁		魁					
魂		魂					
魃		魃					
魄		魄					
魅		魅					
魆		魆					
魈		魈					
魋		魋					
魍		魍					
魎		魉					
魏		魏					
魑		魑					
魔		魔					
魘		魇					
魚		鱼					
魛		鱽					
魟		𫚉					
魢		鱾					
魥		𩽹					
魦		𫚌					
魨		鲀					
魯		鲁					
魴		鲂					
魵		𫚍					
魷		鱿					
魺		鲄					
魽		𫠐					
鮀		𬶍					
鮁		鲅					
鮃		鲆					
鮄		𫚒					
鮅		𫚑					
鮆		𫚖					
鮈		𬶋					
鮊		鲌					
鮋		鲉					
鮍		鲏					
鮎		鲇	鯰				
鮐		鲐					
鮑		鲍					
鮒		鲋					
鮓		鲊					
鮚		鲒					
鮜		鲘					
鮞		鲕					
鮟		𩽾					
鮠		𬶏					
鮡		𬶐					
鮣		䲟					
鮤		𫚓					
鮦		鲖					
鮪		鲔					
鮫		鲛					
鮭		鲑					
鮮		鲜					
鮯		𫚗					
鮰		𫚔					
鮳		鲓					
鮵		𫚛					
鮶		鲪					
鮸		𩾃					
鮺		鲝					
鮿		𫚚					
鯀		鲧					
鯁		鲠					
鯄		𩾁					
鯆		𫚙					
鯇		鲩					
鯉		鲤					
鯊		鲨					
鯒		鲬					
鯔		鲻					
鯕		鲯					
鯖		鲭					
鯗	鮝	鲞					
鯛		鲷					
鯝		鲴					
鯞		𫚡					
鯡		鲱					
鯢		鲵					
鯤		鲲					
鯧		鲳					
鯨		鲸					
鯪		鲮					
鯫		鲰					
鯬		𫚞					
鯰		鲶					
鯱		𩾇					
鯴		鲺					
鯶		𩽼					
鯷		鳀					
鯻		𬶟					
鯽		鲫					
鯾		𫚣					
鯿		鳊					
鰁		鳈					
鰂		鲗					
鰃		鳂					
鰆		䲠					
鰈		鲽					
鰉		鳇					
鰊		𬶠					
鰋		𫚢					
鰌		䲡					
鰍		鳅					
鰏		鲾					
鰑		𫚊					
鰒		鳆					
鰓		鳃					
鰕		𫚥					
鰜		鳒					
鰟		鳑					
鰠		鳋					
鰣		鲥					
鰤		𫚕					
鰥		鳏					
鰦		𫚤					
鰧		䲢					
鰨		鳎					
鰩		鳐					
鰫		𫚦					
鰭		鳍					
鰮	鰛	鳁		鰛			
鰱		鲢					
鰲		鳌					
鰳		鳓					
鰵		鳘					
鰶		𬶭					
鰷		鲦					
鰹		鲣					
鰺		鲹					
鰻		鳗					
鰼		鳛					
鰽		𫚧					
鰾		鳔					
鱀		𬶨					
鱂		鳉					
鱄		𫚋					
鱅		鳙					
鱆		𫠒					
鱇		𩾌					
鱈		鳕					
鱉		鳖			鼈		
鱊		𫚪					
鱒		鳟					
鱔		鳝					
鱖		鳜					
鱗		鳞					
鱘		鲟					
鱚		𬶮					
鱝		鲼					
鱟		鲎					
鱠		鲙					
鱢		𫚫					
鱣		鳣					
鱤		鳡					
鱧		鳢					
鱨		鲿					
鱭		鲚					
鱮		𫚈					
鱯		鳠					
鱲		𫚭					
鱷	鰐 𧍞	鳄					
鱸		鲈					
鱺		鲡					
鳥		鸟					
鳧	鳬	凫					
鳩		鸠					
鳲		鸤					
鳳		凤					
鳴		鸣					
鳶		鸢					
鳷		𫛛					
鳼		𪉃					
鳽		𫛚					
鳾		䴓					
鴀		𫛜					
鴃		𫛞					
鴅		𫛝					
鴆		鸩					
鴇		鸨					
鴉		鸦					
鴐		𫛤					
鴒		鸰					
鴔		𫛡					
鴕		鸵					
鴗		𫁡					
鴛		鸳					
鴜		𪉈					
鴝		鸲					
鴞		鸮					
鴟		鸱					
鴣		鸪					
鴥		𫛣					
鴦		鸯					
鴨		鸭					
鴮		𫛦					
鴯		鸸					
鴰		鸹					
鴲		𪉆					
鴳		𫛩					
鴴		鸻					
鴷		䴕					
鴻		鸿					
鴽		𫛪					
鴿		鸽					
鵁		䴔					
鵂		鸺					
鵃		鸼					
鵊		𫛥					
鵏		𬷕					
鵐		鹀					
鵑		鹃					
鵒		鹆					
鵓		鹁					
鵚		𪉍					
鵜		鹈					
鵝		鹅					
鵟		𫛭					
鵠		鹄					
鵡		鹉					
鵧		𫛨					
鵩		𫛳					
鵪		鹌					
鵫		𫛱					
鵬		鹏					
鵮		鹐					
鵯		鹎					
鵰		雕 𫛲					
鵲		鹊					
鵷		鹓					
鵾		鹍					
鶄		䴖					
鶇		鸫					
鶉		鹑					
鶊		鹒					
鶌		𫛵					
鶒		𫛶					
鶓		鹋					
鶖		鹙					
鶗		𫛸					
鶘		鹕					
鶚		鹗					
鶠		𬸘					
鶡		鹖					
鶥		鹛					
鶦		𫛷					
鶩		鹜					
鶪		䴗					
鶬		鸧					
鶭		𫛯					
鶯		莺					
鶰		𫛫					
鶱		𬸣					
鶲		鹟					
鶴		鹤					
鶹		鹠					
鶺		鹡					
鶻		鹘					
鶼		鹣					
鷀	鶿	鹚					
鷁		鹢					
鷂		鹞					
鷅		𫛽					
鷉		䴘					
鷊		鹝					
鷐		𫜀					
鷓		鹧					
鷔		𪉑					
鷖		鹥					
鷗		鸥			鴎		
鷙		鸷					
鷚		鹨					
鷟		𬸦					
鷣		𫜃					
鷤		𫛴					
鷥		鸶					
鷦		鹪					
鷨		𪉊					
鷩		𫜁					
鷫		鹔					
鷭		𬸪					
鷯		鹩					
鷲		鹫					
鷳		鹇					
鷴		鹇					
鷷		𫜄					
鷸		鹬					
鷹		鹰					
鷺		鹭					
鷽		鸴					
鷿		𬸯					
鸂		㶉					
鸇		鹯					
鸊		䴙					
鸋		𫛢					
鸌		鹱					
鸏		鹲					
鸑		𬸚					
鸕		鸬					
鸗		𫛟					
鸘		鹴					
鸚		鹦					
鸛		鹳					
鸝		鹂					
鸞		鸾					
鹵		卤					
鹹		咸					
鹺		鹾					
鹼	碱	碱			鹸		
鹽		盐			塩		
鹿		鹿					
麀		麀					
麂		麂					
麇		麇					
麈		麈					
麋		麋					
麑		麑					
麒		麒					
麓		麓					
麖		麖					
麗		丽					
麝		麝					
麟		麟					
麥		麦			麦		
麨		𪎊					
麩		麸					
麪	麫 麵	面 麺 𮮄	麵	麪	麺	麵	
麬		𤿲					
麲		𪎉					
麳		𪎌					
麴	麯	曲 麹 𱋐	麴 麯	麴	麹		
麷		𫜑					
麻		麻					
麼	麽	么 麽					
麾		麾					
黃	黄	黄			黄		
黇		黇					
黌		黉					
黍		黍					
黎		黎					
黏		黏					
黑		黑			黒		
黔		黔					
默		默			黙		
黛		黛					
黜		黜					
黝		黝					
點		点			点		
黟		黟					
黠		黠					
黢		黢					
黥		黥					
黧		黧					
黨		党			党		
黯		黯					
黲		黪					
黴		霉					
黶		黡					
黷		黩					
黹		黹					
黻		黻					
黼		黼					
黽		黾					
黿		鼋					
鼂		鼌					
鼉		鼍					
鼎		鼎					
鼐		鼐					
鼒		鼒					
鼓		鼓					
鼕		冬					
鼗		鼗					
鼙		鼙					
鼠		鼠					
鼢		鼢					
鼩		鼩					
鼫		鼫					
鼬		鼬					
鼯		鼯					
鼱		鼱					
鼴	鼹	鼹					
鼷		鼷					
鼻		鼻					
鼽		鼽					
鼾		鼾					
齁		齁					
齇		齇					
齉		齉					
齊		齐			斉		
齋		斋			斎		
齎	賫	赍					
齏		齑					
齒		齿			歯		
齔		龀					
齕		龁					
齗		龂					
齘		𬹼					
齙		龅					
齜		龇					
齟		龃					
齠		龆					
齡		龄			齢		
齣		出					
齦		龈					
齧		啮 𫜩					
齩		𫜪 咬					
齪		龊					
齬		龉					
齭		𫜭					
齮		𬺈					
齯		𫠜					
齰		𫜬					
齲		龋					
齴		𫜮					
齶	腭	腭	顎				
齷		龌					
齼		𬺓					
齾		𫜰					
龍		龙			竜		
龎		厐					
龐		庞					
龑		䶮					
龓		𫜲					
龔		龚					
龕		龛					
龜		龟			亀		
龠		龠					
龢		龢 和					
龭		𩨎					
龯		𨱆					
鿁		䜤					
鿍		鿍					
鿓		鿒					
𠁞		𠀾					
𠅤		𠅤					
𠌥		𠆿					
𠏢		𠉗					
𠐊		𫝋					
𠗣		㓆					
𠙶		𠙶					
𠞆		𠛆					
𠠎		𠚳					
𠬙		𪠡					
𠳐		𠳐					
𠽃		𪠺					
𠿕		𪜎					
𡂡		𪢒					
𡃄		𪡺					
𡃕		𠴛					
𡃤		𪢐					
𡄔		𠴢					
𡄣		𠵸					
𡅏		𠲥					
𡅯		𪢖					
𡎚		𡎚					
𡐓		𡐓					
𡑍		𫭼					
𡑭		𡋗					
𡓁		𪤄					
𡓾		𡋀					
𡔖		𡍣					
𡞵		㛟					
𡟫		𫝪					
𡠹		㛿					
𡢃		㛠					
𡮉		𡭜					
𡮣		𡭬					
𡳳		𡳃					
𡸗		𪨩					
𡹬		𪨹					
